id,title,url,summary,date_published,source_name,category,state_codes,current_sector,importance_score,correct_sector_tier1,correct_sector_tier2,notes
27,GLC and Schoolnet India conclude EcoInnovators Ideathon 2026 on AI for sustainability,https://entrackr.com/snippets/glc-and-schoolnet-india-conclude-ecoinnovators-ideathon-2026-on-ai-for-sustainability-11011992,"The EcoInnovators Ideathon 2026, a national student innovation challenge, concluded with grand finales for its school and college tracks, focusing on Artificial Intelligence for sustainability. The initiative is recognized by the Ministry of Electronics and Information Technology as a pre-summit event of the IndiaAI Impact Summit 2026. The event was organized by the Global Learning Council in partnership with Schoolnet India and other companies to empower India's youth to develop AI-based solutions.",2026-01-19,Entrackr - AI & Startups,Policies and Initiatives,"[""IN""]",,0.0,,,
106,"T-Hub and Hexagon selects 12 Startups for LAB32 Cohort, Driving Innovation in AI and Digital Reality",https://t-hub.co/t-hub-and-hexagon-selects-12-startups-for-lab32-cohort-driving-innovation-in-ai-and-digital-reality/,"T-Hub and Hexagon have selected 12 startups for the LAB32 cohort, a 100-day program focused on AI and digital reality innovations. The program will provide mentorship, guidance, and support in areas such as go-to-market strategies and predictive maintenance using AI models. The selected startups were chosen from over 230 applications and will have access to market opportunities, including the potential to partner with Hexagon.",2024-04-01,T-Hub News,AI Start-Up News,"[""TG""]",,0.0,,,
25,Artificial intelligence: Reshaping global markets and opening India’s next growth frontier,https://cio.economictimes.indiatimes.com/news/artificial-intelligence/how-ai-is-transforming-global-markets-and-driving-indias-growth-in-infrastructure/126669034,"Artificial intelligence is transforming global equity markets, driven by US tech firms. India is emerging as a key AI infrastructure growth hub due to supportive policies, abundant talent, and increasing data centre investments. This development is poised to unlock India's next growth frontier amidst rising valuation concerns in the global market.",2026-01-19,ET CIO - AI,Policies and Initiatives,"[""IN""]",,0.0,,,
43,"Tatas to make chips, laptops for Intel in Gujarat, Assam",https://b2b.economictimes.indiatimes.com/news/gujarat/tatas-to-make-chips-laptops-for-intel-in-gujarat-assam/125867971,"Tata Electronics will manufacture Intel's advanced AI laptop chips and employ cutting-edge packaging technologies at its new facilities in Gujarat and Assam. This collaboration aims to boost India's semiconductor ambitions and enhance cost-effectiveness for Intel. The partnership will also accelerate market entry for Intel, capitalizing on India's growing AI PC demand.",2025-12-09,ET B2B Gujarat,Major AI Developments,"[""AS"", ""GJ""]",,0.0,,,
140,"Swiggy lets users order through ChatGPT, Claude",https://yourstory.com/2026/01/swiggy-lets-users-order-through-chatgpt-claude-gemini,"Swiggy is integrating its services with AI assistants like ChatGPT, allowing users to order meals, groceries, and book tables directly through these platforms. This move expands commerce beyond traditional app interfaces, enhancing user convenience. The integration includes other AI assistants like Claude and Gemini.",2026-01-27,YourStory,AI Start-Up News,"[""KA""]",,0.0,,,
97,“Not Second Tier”: Minister Ashwini Vaishnaw Defends India’s AI Ambition at Davos,https://yourstory.com/2026/01/india-five-layer-ai-strategy-davos-ashwini-vaishnaw,"India's approach to artificial intelligence was highlighted at the World Economic Forum Annual Meeting in Davos. Minister Ashwini Vaishnaw defended India's AI ambition, emphasizing its significance on a global scale. Vaishnaw's statement aimed to establish India as a major player in the AI sector, dispelling any notion of it being ""second tier"".",2026-01-21,YourStory,Policies and Initiatives,"[""IN""]",,0.0,,,
101,AI-system to challan vehicles sans valid docus at Goa border checkposts,https://b2b.economictimes.indiatimes.com/news/goa/ai-system-to-challan-vehicles-sans-valid-docus-at-goa-border-checkposts/125869333,"The GoVA system uses AI-enabled cameras at Goa's border entry points to monitor vehicles. These cameras can identify vehicles without valid documents, enabling authorities to issue challans. The system aims to improve enforcement and compliance at border checkposts.",2025-12-09,ET B2B Goa,Policies and Initiatives,"[""GA""]",,0.0,,,
88,HCLTech Partners With Carahsoft To Drive IT Efficiencies in US Public Sector,https://analyticsindiamag.com/ai-news-updates/hcltech-partners-with-carahsoft-to-drive-it-efficiencies-in-us-public-sector/,"HCLTech has partnered with Carahsoft to drive IT efficiencies in the US public sector. Additionally, HCLTech has also partnered with Team Global Express to digitize multimodal logistics using AI. These partnerships aim to leverage technology to improve operations and efficiency.",2026-01-21,Analytics India Magazine - AI News,Policies and Initiatives,"[""DL""]",,0.0,,,
9,Google launches Market Access Program to help Indian AI startups scale globally,https://cio.economictimes.indiatimes.com/news/artificial-intelligence/googles-market-access-program-empowers-indian-ai-startups-for-global-success/126542724,,2026-01-16,ET CIO - AI,AI Start-Up News,"[""IN""]",,20.0,,,
151,"Dell, NxtGen to build &#039;India’s largest AI training cluster&#039; under sovereign cloud",https://cio.economictimes.indiatimes.com/news/artificial-intelligence/dell-and-nxtgen-collaborate-to-create-indias-largest-ai-training-cluster/127699336,"Dell and NxtGen are collaborating to build India's largest AI training cluster under a sovereign cloud project. The project will utilize over 4,000 NVIDIA GPUs to enhance domestic AI computing capabilities. This initiative aims to support enterprises, startups, academia, and government entities.",2026-01-28,ET CIO - AI,Policies and Initiatives,"[""IN""]",,0.0,,,
26,2care.ai aims to transform chronic care management in India through WhatsApp,https://yourstory.com/2026/01/2care-ai-whatsapp-chronic-care-platform-india,"2care.ai, a healthtech startup, is using WhatsApp and AI to simplify chronic care management in India. The platform organizes health data, tracks treatment, and supports patients between appointments, with a focus on cancer care. This innovative approach aims to transform the way chronic care is managed in the country.",2026-01-20,YourStory,AI Start-Up News,"[""IN""]",,0.0,,,
130,India unveils &quot;techno-legal&quot; AI governance framework to balance innovation and risk.,https://cio.economictimes.indiatimes.com/news/artificial-intelligence/india-unveils-techno-legal-ai-governance-framework-to-balance-innovation-and-risk-/127359660,"India has introduced a ""techno-legal"" AI governance framework to balance innovation and risk. The framework, titled ""Strengthening AI Governance Through Techno-Legal Framework"", outlines a comprehensive institutional mechanism for India's AI governance ecosystem. It emphasizes the importance of effective implementation for the success of AI policy instruments.",2026-01-24,ET CIO - AI,Major AI Developments,"[""IN""]",,0.0,,,
76,"Dunzo co-founder’s vibe-coding startup Emergent raises $70M from Khosla Ventures, SoftBank Vision Fund 2",https://yourstory.com/2026/01/dunzo-co-founder-vibe-coding-startup-emergent-series-b-khosla-ventures-softbank-vision,"Emergent, a startup co-founded by Dunzo co-founder Mukund Jha and his twin brother Madhav Jha, has raised $70M from investors including Khosla Ventures and SoftBank Vision Fund 2. The company offers an AI-native platform that enables users to create web and mobile applications using natural language, eliminating the need for coding. This innovative platform allows for production-ready applications to be built without requiring users to write code.",2026-01-20,YourStory,AI Start-Up News,"[""KA""]",,0.0,,,
79,PhonePe charts road to IPO; OpenAI’s compute-to-revenue flywheel,https://yourstory.com/2026/01/phonepe-charts-road-to-ipo-openais-compute-to-revenue-flywheel,"PhonePe is planning an initial public offering (IPO) where existing shareholders will sell their shares, without the company raising new capital. OpenAI is focusing on a ""compute-to-revenue flywheel"" for growth, leveraging its computational capabilities to drive revenue. Shadowfax is developing a unified app to help riders switch between delivery formats and increase their hourly earnings.",2026-01-21,YourStory,Major AI Developments,"[""KA""]",,0.0,,,
157,Dell Technologies and NxtGen partner to build India’s largest AI factory,https://yourstory.com/2026/01/dell-technologies-nxtgen-partner-build-indias-largest-ai-factory,"Dell Technologies and NxtGen are partnering to build India's largest AI factory, utilizing Dell AI Factory with NVIDIA for scalable and secure infrastructure. This partnership aims to accelerate India's AI mission and support large-scale AI development nationwide. The collaboration will enable NxtGen to expand its AI services across the country.",2026-01-30,YourStory,Major AI Developments,"[""IN""]",,0.0,,,
14,AI to add $1.7 trillion to India&#039;s economy by 2035: Govt,https://cio.economictimes.indiatimes.com/news/next-gen-technologies/ai-to-add-1-7-trillion-to-indias-economy-by-2035-govt/126263653,,2025-12-31,ET CIO - Next Gen Tech,Major AI Developments,"[""IN""]",,18.0,,,
13,"India targets large-scale skilling in AI, cybersecurity and quantum technologies by 2030",https://cio.economictimes.indiatimes.com/news/next-gen-technologies/india-targets-large-scale-skilling-in-ai-cybersecurity-and-quantum-technologies-by-2030/126301106,,2026-01-03,ET CIO - Next Gen Tech,AI Policy & Regulation,"[""IN""]",,15.0,,,
28,India–AI Impact Summit 2026,https://www.digitalindia.gov.in/events/india-ai-impact-summit-2026/,"The India–AI Impact Summit 2026 is an upcoming event focused on artificial intelligence. Details about the summit, including its agenda and speakers, are not provided in the given content. The event is expected to discuss the impact of AI on various sectors in India.",2026-01-20,Digital India - Events,Events,"[""IN""]",,0.0,,,
62,LightSpeed Photonics Bets On Optical Tech To Ease AI Data Centre Bottlenecks,https://inc42.com/startups/lightspeed-photonics-bets-on-optical-tech-to-ease-ai-data-centre-bottlenecks/,"LightSpeed Photonics is developing optical technology to address data centre bottlenecks in AI systems. The company aims to ease these bottlenecks by leveraging optical tech to improve data transfer speeds. This innovation comes as AI adoption expands beyond tech teams to consumer applications, increasing the need for efficient data processing.",2025-11-26,Inc42 Startups,Major AI Developments,"[""IN""]",,0.0,,,
80,Voice AI startup Ringg AI raises $5.5 Mn in Series A funding led by Arkam Ventures,https://entrackr.com/snippets/voice-ai-startup-ringg-ai-raises-55-mn-in-series-a-funding-led-by-arkam-ventures-11017504,"Ringg AI, a Bengaluru-based voice AI startup, has raised $5.5 million in a Series A funding round led by Arkam Ventures. The funding round also saw participation from other investors, including Groww Founder Fund and Kunal Shah. The startup plans to use the fresh capital to expand its teams, accelerate product development, and strengthen its international presence.",2026-01-21,Entrackr - AI & Startups,Major AI Developments,"[""KA"", ""IN""]",,0.0,,,
10,AI will power the next wave of India’s tech startup evolution: National Startup Day,https://cio.economictimes.indiatimes.com/news/artificial-intelligence/harnessing-ai-the-catalyst-for-indias-tech-startup-revolution/126540665,,2026-01-16,ET CIO - AI,AI Start-Up News,"[""IN""]",,15.0,,,
126,Mumbai to Host World’s First AI GCC Hub as Maharashtra & Supervity AI Sign Landmark MoU at Davos,https://analyticsindiamag.com/ai-news-updates/mumbai-to-host-worlds-first-ai-gcc-hub-as-maharashtra-supervity-ai-sign-landmark-mou-at-davos/,"Mumbai will host the world's first AI GCC Hub after Maharashtra and Supervity AI signed a landmark MoU at Davos. The state will support talent enablement, including training up to 25,000 AI engineers over time. This initiative aims to establish Mumbai as a major AI hub, driven by the partnership between Maharashtra and Supervity AI.",2026-01-23,Analytics India Magazine - AI News,Policies and Initiatives,"[""MH""]",,0.0,,,
56,Jio to launch people-first Al platform - Here's what Reliance's Chairman Mukesh Ambani said,https://www.etnownews.com/technology/jio-to-launch-people-first-al-platform-heres-what-reliances-chairman-mukesh-ambani-said-article-153430913,"Reliance Industries' Chairman Mukesh Ambani announced Jio's India-built AI platform at the Vibrant Gujarat conference. The platform aims to provide citizens access to AI in local languages, enhancing daily efficiency and productivity. This people-first AI platform is designed to make AI more accessible to the general public.",2026-01-11,ET Now Technology,Events,"[""MH""]",,0.0,,,
38,AI hype reversal could bring back FIIs to India creating huge upside,https://telanganatoday.com/ai-hype-reversal-could-bring-back-fiis-to-india-creating-huge-upside,"A potential reversal of the global AI investment boom could redirect foreign capital towards India. India's limited exposure to AI infrastructure and strong macro fundamentals may offer significant upside when markets refocus on fundamentals. This shift could bring back Foreign Institutional Investors (FIIs) to India, creating a huge upside.",2026-01-08,Telangana Today - Tech,Major AI Developments,"[""TG""]",,0.0,,,
112,HSR Layout to Get Karnataka’s ₹20 Crore AI Centre of Excellence,https://analyticsindiamag.com/ai-news-updates/hsr-layout-to-get-karnatakas-%e2%82%b920-crore-ai-centre-of-excellence/,"Karnataka is establishing a ₹20 crore AI Centre of Excellence in HSR Layout, focusing on key areas such as AI, robotics, and digital transformation. The centre aims to prioritize these areas, driving innovation and growth. The investment is expected to boost the region's technological capabilities.",2026-01-22,Analytics India Magazine - AI News,Major AI Developments,"[""KA""]",,0.0,,,
125,"Why The AI Foundry by Tredence in Chennai is a Working Room for Builders, Not Another Conference",https://analyticsindiamag.com/ai-highlights/why-the-ai-foundry-by-tredence-in-chennai-is-a-working-room-for-builders-not-another-conference/,"The AI Foundry by Tredence in Chennai is a closed-door workshop where senior practitioners design and prototype production-ready AI systems. This working room is geared towards builders, differing from traditional conferences. Participants will collaborate to create functional AI systems in a hands-on environment.",2026-01-23,Analytics India Magazine - AI News,Events,"[""TN""]",,0.0,,,
135,Would you raise an AI pet? India’s new digital companions are here,https://www.livemint.com/ai/artificial-intelligence/india-embraces-ai-virtual-pets-digital-companionship-connection-market-11769151550677.html,"India has introduced various AI-powered virtual pet applications, including Pengu, Widgetable, and Pokipet, allowing users to customize their digital companions. These apps utilize AI technology to create interactive and personalized virtual pets. Indians can now experience pet ownership through these digital platforms, such as Cryptkitties and Zumi Chat.",2026-01-25,LiveMint AI News,AI Start-Up News,"[""IN""]",,0.0,,,
111,AI’s Copyright Reckoning: Can India Balance Creators And Code?,https://analyticsindiamag.com/ai-features/ais-copyright-reckoning-can-india-balance-creators-and-code/,"Copyright holders, including Hollywood studios and book publishers, are resisting AI training due to concerns over intellectual property rights. This pushback is part of a larger debate about balancing the interests of creators with the development of AI code. India is now faced with the challenge of finding a balance between these two competing interests.",2026-01-23,Analytics India Magazine - AI News,Policies and Initiatives,"[""IN""]",,0.0,,,
100,"AI-led data centre expansion gathers pace in India amid power, policy challenges",https://www.techcircle.in/2026/01/13/ai-led-data-centre-expansion-gathers-pace-in-india-amid-power-policy-challenges,India is experiencing a rapid expansion of AI-led data centres despite facing challenges related to power and policy. The growth is driven by increasing demand for data storage and processing capabilities. Data centre operators are working to address the power and policy hurdles to sustain the expansion.,2026-01-01,TechCircle - Policy,Major AI Developments,"[""IN""]",,0.0,,,
68,"Inside IAIRO, India’s ISRO for AI",https://analyticsindiamag.com/ai-features/inside-iairo-indias-isro-for-ai/,"IAIRO aims to create an AI ecosystem in India by establishing funded labs, providing strong mentors, and fostering a culture of building AI. The organization is often referred to as India's ISRO for AI, drawing a comparison to the country's prominent space research organization. IAIRO's goal is to support ambitious peers and promote AI development in India.",2026-01-20,Analytics India Magazine - AI News,Policies and Initiatives,"[""KA""]",,0.0,,,
67,Google’s Gemini Signs IPL Sponsorship Deal Worth ₹270 Crore,https://analyticsindiamag.com/ai-news-updates/googles-gemini-signs-ipl-sponsorship-deal-worth-%e2%82%b9270-crore/,Google's Gemini has signed a sponsorship deal with the Indian Premier League (IPL) worth ₹270 crore. This move indicates that AI-driven brands are increasingly competing with established companies for high-profile cricket sponsorships. The deal highlights the growing presence of AI-driven brands in major sporting events.,2026-01-20,Analytics India Magazine - AI News,Major AI Developments,"[""IN""]",,0.0,,,
69,"Persistent Extends Growth Run to 23 Quarters, Profit Slips 7% QoQ",https://analyticsindiamag.com/ai-news-updates/persistent-extends-growth-run-to-23-quarters-profit-slips-7-qoq/,"Persistent has extended its growth run to 23 quarters, with order bookings reaching $674.5 million in total contract value and $501.9 million in annual contract value. Despite this growth, the company's profit slipped 7% quarter-over-quarter. The company's consistent growth streak is a notable achievement in the industry.",2026-01-20,Analytics India Magazine - AI News,Major AI Developments,"[""MH""]",,0.0,,,
15,"Agentic AI to drive autonomous enterprise by 2026, human role to shift to orchestration: Wipro CTO",https://cio.economictimes.indiatimes.com/news/next-gen-technologies/agentic-ai-to-drive-autonomous-enterprise-by-2026-human-role-to-shift-to-orchestration-wipro-cto/126113653,,2025-12-22,ET CIO - Next Gen Tech,Major AI Developments,"[""KA""]",,8.0,,,
66,Why Tamil Nadu Isn’t Waiting for Students to Visit Tech Conferences,https://analyticsindiamag.com/ai-news-updates/why-tamil-nadu-isnt-waiting-for-students-to-visit-tech-conferences/,"Tamil Nadu's IT minister Palanivel Thiaga Rajan thinks software development is no longer a default career choice. The state is taking proactive steps to engage with students, rather than waiting for them to attend tech conferences. This approach aims to promote awareness and interest in the field among students.",2026-01-20,Analytics India Magazine - AI News,Policies and Initiatives,"[""TN""]",,0.0,,,
114,"Nearly 60% of Indian businesses confident in scaling AI responsibly, have mature frameworks: Nasscom report",https://cio.economictimes.indiatimes.com/news/artificial-intelligence/nasscom-report-reveals-nearly-60-of-indian-businesses-embrace-responsible-ai-frameworks/127134813,"Nearly 60% of Indian businesses are confident in their ability to scale AI responsibly, with many having mature frameworks in place. A report by Nasscom found that responsible AI is becoming a strategic priority for Indian enterprises, linked with trust, governance, and long-term value creation. Indian companies are moving beyond ethical intent to prioritize responsible AI implementation.",2026-01-23,ET CIO - AI,Major AI Developments,"[""IN""]",,0.0,,,
4,RCB to Collaborate with Staqu for AI-Enabled Crowd Management at Chinnaswamy Stadium,https://analyticsindiamag.com/ai-news-updates/rcb-to-collaborate-with-staqu-for-ai-enabled-crowd-management-at-chinnaswamy-stadium/,,2026-01-16,Analytics India Magazine - AI News,Rejected,[],,0.0,,,
109,"L’Oréal to pump Rs 3,500 cr in 1st AI-driven global tech hub in Hyderabad",https://timesofindia.indiatimes.com/city/hyderabad/loral-to-pump-rs-3500-cr-in-1st-ai-driven-global-tech-hub-in-hyderabad/articleshow/127036033.cms,"L'Oréal is investing Rs 3,500 cr in its first AI-driven global tech hub, located in Hyderabad. The hub will be the company's first of its kind, leveraging artificial intelligence to drive innovation. This significant investment underscores Hyderabad's growing importance as a technology hub.",2026-01-22,Times of India - Bhopal,Major AI Developments,"[""TG""]",,0.0,,,
89,Hyderabad Emerges as Global Beauty Tech Hub with L’Oréal’s Largest GCC Investment,https://analyticsindiamag.com/ai-news-updates/hyderabad-emerges-as-global-beauty-tech-hub-with-loreals-largest-gcc-investment/,"Hyderabad is emerging as a global beauty tech hub with L'Oréal's largest investment in a Global Capability Centre (GCC). The new GCC represents an initial investment of ₹3,500 crore. This investment establishes Hyderabad as a key location for beauty tech innovation and development.",2026-01-21,Analytics India Magazine - AI News,Major AI Developments,"[""TG""]",,0.0,,,
17,"West Bengal Silicon Valley project to attract Rs 30,000 Cr investment; focus on AI, data centres",https://yourstory.com/2026/01/west-bengal-silicon-valley-project-to-attract-rs-30000-cr-investment,,2026-01-16,YourStory,AI Infrastructure & Compute,"[""WB""]",,0.0,,,
161,IIM-A gets Rs 100cr endowment to establish school of AI,https://timesofindia.indiatimes.com/city/ahmedabad/iim-a-gets-rs-100cr-endowment-to-establish-school-of-ai/articleshow/127784244.cms,The Indian Institute of Management Ahmedabad (IIM-A) has received a Rs 100cr endowment to establish a school of artificial intelligence (AI). This significant funding will enable the institute to set up a dedicated school focused on AI research and education. The endowment is expected to enhance IIM-A's capabilities in the field of AI and related technologies.,2026-01-30,Times of India - Ahmedabad,Major AI Developments,"[""GJ""]",,0.0,,,
103,"Telangana Launches Aikam, Global AI Innovation Entity, at Davos",https://analyticsindiamag.com/ai-news-updates/telangana-launches-aikam-global-ai-innovation-entity-at-davos/,"Telangana has launched Aikam, a global AI innovation entity, with the goal of placing the region among the top 20 global innovation hubs. Aikam aims to achieve this through AI workforce development. The launch took place at Davos, a prominent international gathering.",2026-01-22,Analytics India Magazine - AI News,Major AI Developments,"[""TG""]",,0.0,,,
